Real	Imaginary
3faae140	c09a2410
401a5b40	c05bbee0
c075e5c0	c110a8a0
3fd0bb80	3fd63ac0
c0b93490	40300360
40998d40	c0ef2eb0
bfc24380	3e986a00
bfe6a180	c064a6e0
3fcd57c0	3f3c2900
405abc80	3f2c4880
bfc51300	3f3b3d80
c0e27dc0	4051fde0
bef57d00	c09a5fb0
3fc87640	3db6c400
bec7e400	c0995880
3de44400	bf2de480
c02fa020	3f082080
c0b9cbd0	3f782480
3fb72bc0	c0525780
40317420	40ca7ca0
40113760	c01d5360
c01be920	40424d60
3f109500	c0514460
c030bba0	bfcff240
3fc79340	bf701100
bfe1d740	c10a32d8
40cff270	3e2d9400
3f858b80	c00906c0
41094958	c043e120
c02bdea0	c0dcaf40
3fab5d00	c034ac00
c0d85c30	3fd39f40
be23f200	bea52600
404babe0	c02a1f60
3fdc0d40	c0082d60
c08238f0	bfbd5500
409a7b50	c0a63be0
c073a340	40f5c0d0
c0294580	40b3b670
3fb25900	beed5400
41132068	3c620000
bf381b80	c066e420
bf9379c0	c04a4180
407dd540	c005af40
c03a9ae0	c08f8d90
40a54020	406d1f00
405ea040	40008780
c0cb7010	3f479f80
40653a40	3fa36e00
bf915a00	bd8f3000
bfccb700	c05bf160
c147b450	3f9e76c0
3e00da00	c099e9c0
40022ea0	3fa46d80
c125ce10	c0b821d0
c095ae80	c05412c0
c0b0fbe0	bf2f4e80
3f9b60c0	40258340
404be440	3eba1a00
406e33a0	bedae100
bff42fc0	be63fe00
c0bac8a0	c0527a00
bf994600	3edddd00
c03171c0	bfab2840
c027ef80	bfc37f80
405be360	3e285200
c0bb6da0	3f4e7580
3f135700	40087d60
c03cd420	c045d720
3ead7400	40b33070
c053eca0	409e7f70
3ec41e00	bf060100
c0323b60	c0843aa0
c10ff850	40664d60
bedba000	404dcf80
c08b89d0	40195b60
bf3c4280	3f5ccf00
bf819d00	40721360
c02f3320	c12c9318
bf8665c0	c0f54a50
3f64de00	bfcc1580
3f9ce140	3fa6b600
3f3ae300	c0d77070
3fbfcc00	402a0e00
4060d3e0	bf712800
3fca7400	3f31b280
c0111e60	c0a059a0
c0cfa1d0	3f842740
c087ae40	bfed2ac0
bef6c600	40abc130
40ae9bd0	40b42cd0
bdba6c00	c022f740
4098c4d0	bf189c80
400fe5c0	c0f80fa0
bfbdd800	c00ef740
c0aa2e70	c0dcbe50
40a1c7a0	bd6e9800
c025e720	40e8aec0
3fe9fa00	c0adb0f0
c0e8a3a0	beff2900
3fb93940	c002e960
40a16800	bf9f5f40
40105180	c0e3d9c0
c059b000	3f34ef00
bf9ec7c0	3fec9340
bf616700	406984e0
40015c80	c0d6e350
c0b7c490	c04d35a0
c0adc260	bf12f700
3f54d500	3ef95c00
3fc6d740	bd867c00
c0a32220	400397e0
40ee7c00	c0a17e60
c076b560	3fe7cb00
beaf0500	3dcb6400
4069a540	406222c0
bfdfcc40	bfec6a80
c0cf0df0	bf827480
4074e000	c0603e20
bf8b3900	3e9e0c00
c0b6aad0	4051f920
bf1a7b00	4055a520
3fbfe300	bfb1f300
c03ddf80	3f02df00
3feef6c0	c02ea420
bed1ef00	bf836e80
bf72f900	c0cb21d0
c117bd38	c1211918
c00f44e0	3fc98b00
c0759140	40786220
40607120	c0841a30
bfdb8c80	bfc95b00
c007d0e0	c06137a0
c0c84ce0	3fabd680
c050e560	3ee1cc00
c0742180	402a9720
bfa048c0	3fb7c340
c0a182c0	402cf700
bfee16c0	c084d640
40971e40	405ea940
bdf6f800	40189120
c0a5a710	c06be260
3fc74a40	401a4680
40c6a250	3f208a80
3fb30880	3fe95b80
c029df60	bf892480
c0806fc0	3f6c8a80
4139ab38	c00bee40
40085580	c0b7a660
3e3dd400	40a9f0f0
bfea5500	c0cdc5d0
4013cd80	3f3cf280
3fab0540	404c9180
4014aa40	407bd220
bda5c800	c03dacc0
c0acba70	bf9be580
c00101a0	3e8ed100
3e238800	be566e00
bfc5bfc0	3fdcb7c0
c09a8f80	c0eb3a70
4011cea0	be97d300
bfe60700	3eaf7800
beec6200	40509460
c087e5b0	c049d4c0
3f89d5c0	40ccae00
c0bea7c0	40cc83c0
c0d55270	3f584100
c104d660	40817140
c0797360	40e100f0
3ea25d00	bfa22f00
3fbe6380	3fe7aac0
bf47eb80	402098e0
c0337820	c00817e0
c038a940	40909a00
c00df320	c03650e0
c05cd6c0	40718f00
c03519e0	4096fd30
3f84bf00	40775e40
be3d2600	bf82f180
3efd6300	41090f98
c0236a80	bf9c3d00
4060e040	4031f9e0
40354940	3fd491c0
bfe03f00	408057a0
bffcf940	bfd6ae40
40aa7d70	bd7c1800
3f852300	3eaedb00
bfdbe140	3ee99300
c0236c00	c01b8b00
40b9b180	c0ccce20
bff90180	c0d7ddf0
bfef3000	bfc3d9c0
3f28dd00	3ed1a300
4037d960	c007f060
c0400940	40309aa0
3ff08cc0	3ffc4dc0
c020f7c0	bf046a80
c0375400	becbc200
c10c9800	40f73c80
c0022f20	3e20f200
bf631b80	4081f470
c0a55d10	409cbab0
c03aede0	406c7720
bfb1b6c0	405f4460
c0a49c10	c003b840
c0ae45a0	3f29e180
c0a72dc0	3fc03240
3e3dc400	40532340
3faea300	3c3c6000
bfa54200	c04c9960
3e084000	3f064700
40d1b9a0	c06fc2c0
3c036000	40832480
c016fa40	c094ff80
3fe7ad40	40b51a00
bfd23200	c02778a0
c119b840	bf5e0500
c02093e0	c0d91fe0
3eba7000	bfca0bc0
bf846ec0	402a7280
3eb10600	c0bdb230
3e0abe00	be0b8c00
3d9d6000	c09d8840
40fb36a0	c0448700
c12c15b0	408f0cf0
bd485000	4060ee40
3d286000	c0255c80
bfd94540	40d506d0
bf10c380	c0d33e60
bfbc54c0	3f876200
c0993fc0	c081c3f0
3f0f4880	4112c318
3fa9e800	3ed66e00
40b35360	3eab7800
c02059e0	c0342f40
3f13e000	bfeffd00
c099b1d0	bead4500
3ea36300	bf450780
3f1f5200	40434fc0
c0be39f0	3f96c0c0
c06a0180	40d13a70
407a3ce0	bf851600
4075d620	3fbf6340
3edbaa00	3e9d7300
3f749800	c0d7b4b0
c0ed4b50	408e54b0
bfe54c00	c09c5a10
bfb13c80	c0de96a0
bf8d3ec0	bf8d07c0
bffdad00	40b4f1d0
bfb42780	40b5d4c0
4042e6e0	3ffd5ec0
bf087680	40b61bd0
be7e4000	40182180
c08134b0	beb96000
c04886c0	bf3a7080
bdc4d800	c05a0360
40e0d410	bfa1cc00
bf302580	c018a1c0
40537aa0	c0dea9a0
c027f820	bfefd880
c091f3a0	3eaae600
40da5c20	3db15400
4125a3e8	3f347500
c0899640	bf7c1a00
c0942c20	405f0580
c079fb80	4042b0c0
3fa6b280	412e2848
bf448200	bfeebec0
4098f5f0	408f7850
3f688980	bf0dc380
c0ea32e0	3fdf3bc0
3f5eb380	3f8f9d40
c09cb3a0	bfe9d380
3fc52b80	3f620680
c0336ee0	3fc0fa00
c05eeee0	403418c0
bdcb5c00	401c3a00
40aeccb0	c0963dc0
bf0a6c80	c08a1ab0
c0d8d060	c02d3440
40068520	c0185920
c00ce280	c0bdcf60
c0d58660	40c8e480
c0d5b8a0	c1047d38
403735a0	bdb91c00
408e7cf0	3ffbde80
405e6200	40465e40
c0e4cfc0	3f9c2200
3f191700	bf8a25c0
c1194c20	c02aaaa0
